id,time_left,unit_price,quantity,buyout,bid,item
1201516415,SHORT,200000,5,,,{'id': 64670}
1201516424,SHORT,55000,1,,,{'id': 74850}
1201516428,SHORT,50000,3,,,{'id': 75014}
1201516442,SHORT,100000,9,,,{'id': 76097}
1201516497,SHORT,9990600,2,,,{'id': 80591}
1201516507,SHORT,9990600,2,,,{'id': 80590}
1201516545,SHORT,4500000000,1,,,{'id': 113585}
1201516630,SHORT,9991800,20,,,{'id': 72988}
1201516662,SHORT,5200,2,,,{'id': 112684}
1201516892,SHORT,150300,2,,,{'id': 82441}
1201516904,SHORT,209400,5,,,{'id': 74865}
1201516921,SHORT,70000,1,,,{'id': 74839}
1201516933,SHORT,,1,350000000,,"{'id': 178927, 'context': 65, 'bonus_lists': [6718, 7193, 1522]}"
1201516945,SHORT,70000,1,,,{'id': 72986}
1201516966,SHORT,,1,197750400,,"{'id': 87490, 'context': 0}"
1201516967,SHORT,,1,1289580200,,"{'id': 10333, 'context': 0}"
1201516968,SHORT,,1,39228400,,"{'id': 116586, 'context': 29, 'bonus_lists': [3875, 151], 'modifiers': [{'type': 9, 'value': 43}]}"
1201516972,SHORT,,1,120653200,,"{'id': 2087, 'context': 0, 'bonus_lists': [3637], 'modifiers': [{'type': 9, 'value': 8}]}"
1201516973,SHORT,,1,39687500,,"{'id': 9752, 'context': 1, 'modifiers': [{'type': 28, 'value': 202}]}"
1201516975,SHORT,,1,512047100,,"{'id': 139407, 'context': 0, 'bonus_lists': [6654, 1703], 'modifiers': [{'type': 9, 'value': 50}]}"
1201516977,SHORT,,1,228124800,,"{'id': 11606, 'context': 1}"
1201516979,SHORT,,1,16056800,,"{'id': 55687, 'context': 28, 'bonus_lists': [1691, 4763], 'modifiers': [{'type': 9, 'value': 33}]}"
1201516981,SHORT,,1,92900500,,"{'id': 55301, 'context': 22, 'bonus_lists': [6655, 1695], 'modifiers': [{'type': 9, 'value': 35}, {'type': 28, 'value': 1115}]}"
1201516983,SHORT,,1,81396800,,"{'id': 3287, 'context': 42, 'bonus_lists': [3836], 'modifiers': [{'type': 9, 'value': 21}]}"
1201516985,SHORT,,1,222467300,,"{'id': 36509, 'context': 30, 'bonus_lists': [1679, 3871], 'modifiers': [{'type': 9, 'value': 50}]}"
1201516988,SHORT,,1,25655000,,"{'id': 69966, 'context': 5, 'modifiers': [{'type': 28, 'value': 1029}]}"
1201516995,SHORT,,1,64939400,,"{'id': 44686, 'context': 0, 'bonus_lists': [1694, 3768], 'modifiers': [{'type': 9, 'value': 27}]}"
1201516998,SHORT,,1,23152800,,"{'id': 116474, 'context': 27, 'bonus_lists': [3874, 30, 550], 'modifiers': [{'type': 9, 'value': 36}]}"
1201517000,SHORT,,1,2196234800,,"{'id': 16724, 'context': 0}"
1201517002,SHORT,,1,152176100,,"{'id': 10401, 'context': 1, 'bonus_lists': [4005], 'modifiers': [{'type': 9, 'value': 20}]}"
1201517004,SHORT,,1,107251900,,"{'id': 36643, 'context': 28, 'bonus_lists': [1680, 3869], 'modifiers': [{'type': 9, 'value': 27}]}"
1201517006,SHORT,,1,826921700,,"{'id': 10331, 'context': 0}"
1201517009,SHORT,,1,340731800,,"{'id': 118827, 'context': 29, 'bonus_lists': [3915], 'modifiers': [{'type': 9, 'value': 45}]}"
1201517011,SHORT,,1,113055700,,"{'id': 36577, 'context': 29, 'bonus_lists': [1708, 3870], 'modifiers': [{'type': 9, 'value': 28}]}"
1201517016,SHORT,,1,27249400,,"{'id': 37766, 'context': 0}"
1201517021,SHORT,,1,898993900,,"{'id': 18736, 'context': 1, 'bonus_lists': [4052], 'modifiers': [{'type': 9, 'value': 22}]}"
1201517025,SHORT,,1,294764700,,"{'id': 29724, 'context': 3}"
1201517032,SHORT,,1,460003700,,"{'id': 36673, 'context': 0, 'bonus_lists': [1693]}"
1201517038,SHORT,,1,58075800,,"{'id': 37763, 'context': 0}"
1201517043,SHORT,,1,109943700,,"{'id': 12555, 'context': 1, 'bonus_lists': [3999], 'modifiers': [{'type': 9, 'value': 25}]}"
1201517048,SHORT,,1,44812900,,"{'id': 106635, 'context': 29, 'bonus_lists': [3854, 163], 'modifiers': [{'type': 9, 'value': 43}]}"
1201517055,SHORT,,1,195633900,,"{'id': 164541, 'context': 0}"
1201517064,SHORT,,1,243303200,,"{'id': 52487, 'context': 0}"
1201517068,SHORT,,1,129428500,,"{'id': 118821, 'context': 29, 'bonus_lists': [3915], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517077,SHORT,,1,358312800,,"{'id': 36620, 'context': 36, 'bonus_lists': [1681, 3871], 'modifiers': [{'type': 9, 'value': 38}]}"
1201517084,SHORT,,1,205862900,,"{'id': 55356, 'context': 36, 'bonus_lists': [1677, 4314], 'modifiers': [{'type': 9, 'value': 43}]}"
1201517091,SHORT,,1,59261200,,"{'id': 15010, 'context': 25, 'bonus_lists': [1706, 3828], 'modifiers': [{'type': 9, 'value': 4}]}"
1201517094,SHORT,,1,106899900,,"{'id': 67102, 'context': 0, 'bonus_lists': [6658], 'modifiers': [{'type': 9, 'value': 35}, {'type': 28, 'value': 56}]}"
1201517099,SHORT,,1,63533500,,"{'id': 25249, 'context': 36, 'bonus_lists': [1679, 3871], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517103,SHORT,,1,73130400,,"{'id': 15493, 'context': 0, 'bonus_lists': [6654, 1693], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 4}]}"
1201517109,SHORT,,1,48813700,,"{'id': 116607, 'context': 29, 'bonus_lists': [3876, 210, 517], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517116,SHORT,,1,50500400,,"{'id': 4006, 'context': 1, 'bonus_lists': [6656], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 214}]}"
1201517122,SHORT,,1,162397600,,"{'id': 87513, 'context': 36, 'bonus_lists': [4302], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517129,SHORT,,1,194204500,,"{'id': 55290, 'context': 0, 'bonus_lists': [6655, 1702], 'modifiers': [{'type': 9, 'value': 35}, {'type': 28, 'value': 52}]}"
1201517137,SHORT,,1,37006600,,"{'id': 13011, 'context': 0}"
1201517142,SHORT,,1,238234400,,"{'id': 31247, 'context': 0, 'bonus_lists': [1694]}"
1201517144,SHORT,1600000,6,,,{'id': 76061}
1201517148,SHORT,,1,58961800,,"{'id': 35203, 'context': 0}"
1201517152,SHORT,,1,64457800,,"{'id': 32411, 'context': 22}"
1201517160,SHORT,,1,64303700,,"{'id': 15894, 'context': 28, 'bonus_lists': [3860], 'modifiers': [{'type': 9, 'value': 10}]}"
1201517168,SHORT,,1,24772800,,"{'id': 82100, 'context': 0, 'bonus_lists': [1706]}"
1201517181,SHORT,,1,233415100,,"{'id': 36606, 'context': 30, 'bonus_lists': [1695, 3871], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517185,SHORT,,1,421600300,,"{'id': 52680, 'context': 0}"
1201517188,SHORT,,1,70819100,,"{'id': 36593, 'context': 28, 'bonus_lists': [1709, 3869], 'modifiers': [{'type': 9, 'value': 27}]}"
1201517193,SHORT,,1,27523200,,"{'id': 106477, 'context': 27, 'bonus_lists': [3853, 154], 'modifiers': [{'type': 9, 'value': 36}]}"
1201517197,SHORT,,1,428049000,,"{'id': 18744, 'context': 1, 'bonus_lists': [6710], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 282}]}"
1201517202,SHORT,200000,9,,,{'id': 89112}
1201517204,SHORT,,1,162679600,,"{'id': 52681, 'context': 0}"
1201517206,SHORT,,1,34599100,,"{'id': 116598, 'context': 29, 'bonus_lists': [3875, 126], 'modifiers': [{'type': 9, 'value': 45}]}"
1201517208,SHORT,,1,110962300,,"{'id': 15537, 'context': 54, 'bonus_lists': [4278, 1693], 'modifiers': [{'type': 9, 'value': 45}]}"
1201517214,SHORT,,1,53561000,,"{'id': 25326, 'context': 29, 'bonus_lists': [1681, 3870], 'modifiers': [{'type': 9, 'value': 27}]}"
1201517217,SHORT,,1,118625600,,"{'id': 36450, 'context': 27, 'bonus_lists': [1707, 3868], 'modifiers': [{'type': 9, 'value': 25}]}"
1201517220,SHORT,,1,213534300,,"{'id': 1927, 'context': 0, 'bonus_lists': [4005], 'modifiers': [{'type': 9, 'value': 13}]}"
1201517223,SHORT,,1,128946900,,"{'id': 1522, 'context': 0, 'bonus_lists': [3649], 'modifiers': [{'type': 9, 'value': 25}]}"
1201517227,SHORT,,1,37792900,,"{'id': 15946, 'context': 43, 'bonus_lists': [4280], 'modifiers': [{'type': 9, 'value': 23}]}"
1201517231,SHORT,,1,672962700,,"{'id': 45852, 'context': 0}"
1201517235,SHORT,,1,61907500,,"{'id': 55623, 'context': 0, 'bonus_lists': [6654, 1687], 'modifiers': [{'type': 9, 'value': 35}, {'type': 28, 'value': 52}]}"
1201517240,SHORT,333259100,1,,,{'id': 19703}
1201517245,SHORT,,1,72085400,,"{'id': 36697, 'context': 2, 'bonus_lists': [6655, 1692], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 1091}]}"
1201517248,SHORT,,1,61281600,,"{'id': 25177, 'context': 36, 'bonus_lists': [1691, 3872], 'modifiers': [{'type': 9, 'value': 45}]}"
1201517250,SHORT,,1,266632500,,"{'id': 164319, 'context': 14, 'modifiers': [{'type': 28, 'value': 189}]}"
1201517252,SHORT,,1,155065100,,"{'id': 82113, 'context': 0, 'bonus_lists': [6655, 1694], 'modifiers': [{'type': 9, 'value': 35}, {'type': 28, 'value': 61}]}"
1201517255,SHORT,,1,37177900,,"{'id': 8158, 'context': 0, 'bonus_lists': [6654], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 27}]}"
1201517257,SHORT,,1,340161300,,"{'id': 146989, 'context': 6, 'bonus_lists': [3563, 1472, 3528], 'modifiers': [{'type': 28, 'value': 498}]}"
1201517260,SHORT,,1,24248100,,"{'id': 82150, 'context': 36, 'bonus_lists': [1687, 4764], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517262,SHORT,,1,64856400,,"{'id': 164509, 'context': 11}"
1201517264,SHORT,,1,187583900,,"{'id': 14369, 'context': 36, 'bonus_lists': [3834], 'modifiers': [{'type': 9, 'value': 17}]}"
1201517265,SHORT,,1,643888600,,"{'id': 48, 'context': 0}"
1201517267,SHORT,,1,959873600,,"{'id': 32665, 'context': 0}"
1201517268,SHORT,,1,60008800,,"{'id': 31212, 'context': 0, 'bonus_lists': [1677, 3762], 'modifiers': [{'type': 9, 'value': 30}]}"
1201517270,SHORT,,1,42804100,,"{'id': 36494, 'context': 29, 'bonus_lists': [1694, 3870], 'modifiers': [{'type': 9, 'value': 28}]}"
1201517272,SHORT,,1,225637100,,"{'id': 32472, 'context': 0}"
1201517274,SHORT,,1,40155100,,"{'id': 24924, 'context': 29, 'bonus_lists': [1678, 3849], 'modifiers': [{'type': 9, 'value': 28}]}"
1201517276,SHORT,,1,78488700,,"{'id': 36599, 'context': 26, 'bonus_lists': [1709, 3867], 'modifiers': [{'type': 9, 'value': 25}]}"
1201517278,SHORT,267031200,1,,,{'id': 19705}
1201517281,SHORT,,1,175837000,,"{'id': 1975, 'context': 1, 'bonus_lists': [4038], 'modifiers': [{'type': 9, 'value': 17}]}"
1201517284,SHORT,,1,155134500,,"{'id': 118833, 'context': 29, 'bonus_lists': [3915], 'modifiers': [{'type': 9, 'value': 45}]}"
1201517287,SHORT,,1,28944400,,"{'id': 106593, 'context': 29, 'bonus_lists': [3854, 87], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517290,SHORT,4500000000,16,,,{'id': 120257}
1201517293,SHORT,,1,88882100,,"{'id': 31335, 'context': 28, 'bonus_lists': [3953], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517296,SHORT,,1,28980200,,"{'id': 106535, 'context': 29, 'bonus_lists': [3854, 158], 'modifiers': [{'type': 9, 'value': 41}]}"
1201517322,SHORT,,1,31931600,,"{'id': 116592, 'context': 29, 'bonus_lists': [3875, 96], 'modifiers': [{'type': 9, 'value': 40}]}"
1201517323,SHORT,,1,40411200,,"{'id': 115348, 'context': 0, 'bonus_lists': [3637], 'modifiers': [{'type': 9, 'value': 6}]}"
1201517326,SHORT,,1,28771000,,"{'id': 55488, 'context': 28, 'bonus_lists': [1681, 4763], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517327,SHORT,,1,322041400,,"{'id': 58234, 'context': 0}"
1201517330,SHORT,,1,79876700,,"{'id': 868, 'context': 42, 'bonus_lists': [3970], 'modifiers': [{'type': 9, 'value': 22}]}"
1201517331,SHORT,,1,79402500,,"{'id': 14091, 'context': 29, 'bonus_lists': [1706, 3832], 'modifiers': [{'type': 9, 'value': 12}]}"
1201517333,SHORT,,1,136474400,,"{'id': 31235, 'context': 0, 'bonus_lists': [1691, 3760], 'modifiers': [{'type': 9, 'value': 25}]}"
1201517334,SHORT,4500000000,20,,,{'id': 142406}
1201517336,SHORT,,1,33042400,,"{'id': 25031, 'context': 1, 'bonus_lists': [6654, 1707], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 220}]}"
1201517337,SHORT,,1,25400800,,"{'id': 55790, 'context': 1, 'bonus_lists': [4142], 'modifiers': [{'type': 9, 'value': 31}]}"
1201517339,SHORT,,1,75151400,,"{'id': 164400, 'context': 0}"
1201517341,SHORT,,1,50317000,,"{'id': 36654, 'context': 0, 'bonus_lists': [1708]}"
1201517342,SHORT,,1,40095400,,"{'id': 14745, 'context': 53, 'bonus_lists': [4277], 'modifiers': [{'type': 9, 'value': 23}]}"
1201517343,SHORT,,1,71997100,,"{'id': 25276, 'context': 28, 'bonus_lists': [1709, 3869], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517344,SHORT,,1,75467200,,"{'id': 116547, 'context': 29, 'bonus_lists': [3875, 207], 'modifiers': [{'type': 9, 'value': 50}]}"
1201517346,SHORT,,1,294471100,,"{'id': 118788, 'context': 0, 'bonus_lists': [6659], 'modifiers': [{'type': 9, 'value': 40}, {'type': 28, 'value': 65}]}"
1201517347,SHORT,,1,66066000,,"{'id': 15511, 'context': 1, 'bonus_lists': [6654, 1691], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 200}]}"
1201517348,SHORT,,1,72972100,,"{'id': 3416, 'context': 0, 'bonus_lists': [3998], 'modifiers': [{'type': 9, 'value': 25}]}"
1201517350,SHORT,,1,53893400,,"{'id': 36120, 'context': 36, 'bonus_lists': [1677, 3850], 'modifiers': [{'type': 9, 'value': 37}]}"
1201517360,SHORT,267031200,4,,,{'id': 19705}
1201517371,SHORT,333259100,6,,,{'id': 19703}
1201517546,SHORT,4500000000,18,,,{'id': 154167}
