id,time_left,unit_price,quantity,buyout,bid,item
1062905066,SHORT,,1,1788400500,1430720400,"{'id': 118784, 'context': 0, 'bonus_lists': [6659], 'modifiers': [{'type': 9, 'value': 46}, {'type': 28, 'value': 1767}]}"
1062911313,SHORT,160000,70,,,{'id': 172055}
1062911386,SHORT,493700,9,,,{'id': 173037}
1062911403,SHORT,786900,13,,,{'id': 173036}
1062911429,SHORT,187800,23,,,{'id': 173035}
1062911439,SHORT,550000,14,,,{'id': 173034}
1062911447,SHORT,386000,18,,,{'id': 173033}
1062911885,SHORT,70000,24,,,{'id': 171828}
1062913130,SHORT,,1,4853800,,"{'id': 173195, 'context': 0, 'modifiers': [{'type': 29, 'value': 49}, {'type': 30, 'value': 32}]}"
1062913149,SHORT,,1,4853800,,"{'id': 173195, 'context': 0, 'modifiers': [{'type': 29, 'value': 49}, {'type': 30, 'value': 36}]}"
1062913153,SHORT,,1,4853800,,"{'id': 173195, 'context': 0, 'modifiers': [{'type': 29, 'value': 32}, {'type': 30, 'value': 40}]}"
1062920396,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7194, 1487]}"
1062920399,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920405,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920406,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7194, 1487]}"
1062920409,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920411,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7194, 1487]}"
1062920413,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920417,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920418,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920421,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1062920424,MEDIUM,,1,1700000,,"{'id': 173249, 'context': 63, 'bonus_lists': [6716, 7194, 1487]}"
1062920480,MEDIUM,700,1316,,,{'id': 154899}
1062920548,MEDIUM,2700,278,,,{'id': 154898}
1062920591,MEDIUM,7500,11,,,{'id': 168650}
1062920621,MEDIUM,126900,5,,,{'id': 168649}
1062920685,MEDIUM,4726300,7,,,{'id': 171278}
1062920752,MEDIUM,25000,13,,,{'id': 173109}
1062920808,MEDIUM,1600,5,,,{'id': 169333}
1062920844,MEDIUM,52600,2,,,{'id': 154122}
1062920913,MEDIUM,25000,110,,,{'id': 159959}
1062921005,MEDIUM,250000,6,,,{'id': 182653}
1062921046,MEDIUM,90000,5,,,{'id': 153702}
1062921135,MEDIUM,70000,42,,,{'id': 124101}
1062921165,MEDIUM,400000,1,,,{'id': 154120}
1062923244,MEDIUM,516800,10,,,{'id': 173204}
1062923276,MEDIUM,493700,13,,,{'id': 173037}
1062923310,MEDIUM,187800,14,,,{'id': 173035}
1062923342,MEDIUM,160000,6,,,{'id': 172055}
1062923373,MEDIUM,786900,20,,,{'id': 173036}
1062923439,MEDIUM,386000,12,,,{'id': 173033}
1062923527,MEDIUM,319900,6,,,{'id': 172230}
1062923831,MEDIUM,3500000,1,,,{'id': 172232}
1062924791,MEDIUM,999700,11,,,{'id': 6657}
1062926068,MEDIUM,9991600,2,,,{'id': 38838}
1062928386,MEDIUM,10000,1,,,{'id': 172359}
1062928414,MEDIUM,700000,2,,,{'id': 172360}
1062928460,MEDIUM,140000,13,,,{'id': 24246}
1062928482,MEDIUM,,1,99990000,,"{'id': 105898, 'context': 0}"
1062928643,MEDIUM,,1,199990000,,"{'id': 172327, 'context': 65, 'bonus_lists': [6718, 1522]}"
1062928726,MEDIUM,160000,6,,,{'id': 172055}
1062928789,MEDIUM,493700,3,,,{'id': 173037}
1062928793,MEDIUM,,1,99990000,,"{'id': 82800, 'context': 0, 'pet_breed_id': 8, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1237}"
1062928811,MEDIUM,786900,2,,,{'id': 173036}
1062928835,MEDIUM,550000,2,,,{'id': 173034}
1062928844,MEDIUM,386000,3,,,{'id': 173033}
1062928901,MEDIUM,,1,5980000,,"{'id': 71635, 'context': 0}"
1062929988,MEDIUM,,1,49990000,,"{'id': 33924, 'context': 0}"
1062930015,MEDIUM,790000,14,,,{'id': 89112}
1062931508,MEDIUM,,1,50000000,,"{'id': 82800, 'context': 0, 'modifiers': [{'type': 6, 'value': 65112}], 'pet_breed_id': 17, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1719}"
1062931514,MEDIUM,,1,1394500,,"{'id': 179332, 'context': 0, 'bonus_lists': [6908, 6652, 1682], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 2060}]}"
1062931527,MEDIUM,,1,1119200,,"{'id': 176794, 'context': 17, 'bonus_lists': [6908, 6652, 1677], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 747}]}"
1062931532,MEDIUM,,1,880000,,"{'id': 180865, 'context': 0, 'bonus_lists': [6908, 41], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 2060}]}"
1062931560,MEDIUM,,1,2490000,,"{'id': 180487, 'context': 0, 'bonus_lists': [6908, 6935], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 2060}]}"
1062931567,MEDIUM,516800,3,,,{'id': 173204}
1062931572,MEDIUM,,1,2989900,,"{'id': 176802, 'context': 0, 'bonus_lists': [6908, 6652, 1697], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 2060}]}"
1062931578,MEDIUM,786900,3,,,{'id': 173036}
1062931587,MEDIUM,,1,564700,,"{'id': 177781, 'context': 0, 'bonus_lists': [6907, 6652, 1716], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 1707}]}"
1062931589,MEDIUM,,1,367800,,"{'id': 177787, 'context': 0, 'bonus_lists': [6907, 6652, 7194, 1713], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 2060}]}"
1062931601,MEDIUM,10000,5,,,{'id': 64670}
1062931618,MEDIUM,,1,1000000,,"{'id': 177804, 'context': 17, 'bonus_lists': [6908, 6652, 1687], 'modifiers': [{'type': 9, 'value': 55}, {'type': 28, 'value': 747}]}"
1062931626,MEDIUM,,1,558400,,"{'id': 177798, 'context': 0, 'bonus_lists': [6907, 6652, 1687], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 2060}]}"
1062931642,MEDIUM,,1,1160000,,"{'id': 176793, 'context': 17, 'bonus_lists': [6908, 6652, 1700], 'modifiers': [{'type': 9, 'value': 59}, {'type': 28, 'value': 747}]}"
1062931651,MEDIUM,187800,3,,,{'id': 173035}
1062931660,MEDIUM,,1,958500,,"{'id': 86283, 'context': 0}"
1062931667,MEDIUM,319900,5,,,{'id': 172230}
1062931678,MEDIUM,550000,3,,,{'id': 173034}
1062931692,MEDIUM,,1,6900000,,"{'id': 82800, 'context': 0, 'modifiers': [{'type': 6, 'value': 46898}], 'pet_breed_id': 18, 'pet_level': 1, 'pet_quality_id': 3, 'pet_species_id': 1143}"
