id,time_left,unit_price,quantity,buyout,bid,item
1199229790,SHORT,,1,20000000,,"{'id': 182557, 'context': 2, 'bonus_lists': [6907, 42, 1704], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 748}]}"
1199230069,SHORT,174200,28,,,{'id': 179315}
1199230086,SHORT,250000,43,,,{'id': 174328}
1199231102,SHORT,920000000,25,,,{'id': 174327}
1199231125,SHORT,42100,1,,,{'id': 173109}
1199231128,SHORT,5000000,9,,,{'id': 168419}
1199231143,SHORT,899600,5,,,{'id': 171831}
1199231152,SHORT,378800,10,,,{'id': 171830}
1199231164,SHORT,272700,110,,,{'id': 173057}
1199231188,SHORT,33300,25,,,{'id': 168303}
1199231199,SHORT,62800,7,,,{'id': 168185}
1199231210,SHORT,16500,15,,,{'id': 167738}
1199231237,SHORT,10000,2,,,{'id': 154899}
1199231276,SHORT,33300,12,,,{'id': 152631}
1199231312,SHORT,140000,3,,,{'id': 152577}
1199231340,SHORT,99500,51,,,{'id': 152543}
1199231368,SHORT,80000,28,,,{'id': 152512}
1199231372,SHORT,99900,115,,,{'id': 152511}
1199231392,SHORT,597600,112,,,{'id': 152510}
1199231415,SHORT,,1,53990000,,"{'id': 172328, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1199231416,SHORT,35000,99,,,{'id': 152509}
1199231445,SHORT,,1,53990000,,"{'id': 172328, 'context': 63, 'bonus_lists': [6716, 7193, 1487]}"
1199231448,SHORT,200000,82,,,{'id': 152507}
1199231458,SHORT,10000,123,,,{'id': 152506}
1199231478,SHORT,39700,95,,,{'id': 152505}
1199231491,SHORT,29900,2,,,{'id': 109693}
1199231633,SHORT,95000,43,,,{'id': 172055}
1199231724,SHORT,34600,42,,,{'id': 173032}
1199231737,SHORT,3240000,3,,,{'id': 173204}
1199231789,SHORT,90000,378,,,{'id': 172052}
1199231827,SHORT,148900,15,,,{'id': 172048}
1199231852,SHORT,,1,4004300,,"{'id': 179319, 'context': 0, 'bonus_lists': [6908, 6652, 1677], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 1707}]}"
1199231946,SHORT,54700,10,,,{'id': 111659}
1199231961,SHORT,,1,7004800,,"{'id': 177796, 'context': 0, 'bonus_lists': [6907, 6652, 1678], 'modifiers': [{'type': 9, 'value': 60}, {'type': 28, 'value': 1707}]}"
1199231979,SHORT,368400,102,,,{'id': 111589}
1199232020,SHORT,53100,1,,,{'id': 162515}
1199234342,SHORT,,1,69000000,,"{'id': 172327, 'context': 64, 'bonus_lists': [6717, 1507]}"
1199234393,SHORT,,1,69000000,,"{'id': 172327, 'context': 64, 'bonus_lists': [6717, 1507]}"
1199234593,SHORT,19817300,1,,,{'id': 173125}
1199234632,SHORT,10000,97,,,{'id': 4338}
1199234641,SHORT,,1,390008000,,"{'id': 82800, 'context': 0, 'modifiers': [{'type': 6, 'value': 99864}], 'pet_breed_id': 13, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2965}"
1199234662,SHORT,,1,11012600,,"{'id': 86238, 'context': 0}"
1199234670,SHORT,,1,3330400,,"{'id': 86379, 'context': 0}"
1199234697,SHORT,,1,171008000,,"{'id': 82800, 'context': 0, 'modifiers': [{'type': 6, 'value': 99902}], 'pet_breed_id': 10, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2899}"
1199234740,SHORT,,1,149091900,,"{'id': 10301, 'context': 0}"
1199234775,SHORT,,1,385008000,,"{'id': 82800, 'context': 0, 'modifiers': [{'type': 6, 'value': 99889}], 'pet_breed_id': 18, 'pet_level': 1, 'pet_quality_id': 2, 'pet_species_id': 2904}"
1199234859,SHORT,,1,4892100,,"{'id': 82255, 'context': 6, 'bonus_lists': [1681]}"
1199234871,SHORT,,1,4887700,,"{'id': 169400, 'context': 0, 'bonus_lists': [4796, 1706], 'modifiers': [{'type': 9, 'value': 50}]}"
1199234888,SHORT,,1,1995800,,"{'id': 9936, 'context': 1, 'bonus_lists': [6654, 1680], 'modifiers': [{'type': 9, 'value': 30}, {'type': 28, 'value': 214}]}"
1199234905,SHORT,,1,4875000,,"{'id': 169418, 'context': 0, 'bonus_lists': [6654, 43, 1702], 'modifiers': [{'type': 9, 'value': 50}, {'type': 28, 'value': 690}]}"
1199234929,SHORT,95000,200,,,{'id': 172055}
1199235039,SHORT,,1,22705700,,"{'id': 170201, 'context': 0, 'bonus_lists': [4796, 1698], 'modifiers': [{'type': 9, 'value': 50}]}"
1199235074,SHORT,,1,9990000,,"{'id': 170120, 'context': 0, 'bonus_lists': [4796, 41, 1705], 'modifiers': [{'type': 9, 'value': 50}]}"
1199237119,SHORT,,1,1987500,,"{'id': 36046, 'context': 36, 'bonus_lists': [1709, 4493], 'modifiers': [{'type': 9, 'value': 50}]}"
